50, 25
0, 12, -4.67952, 0.736776, 0, -73.7618, -46.1619, -4.51336, 0.793064, 0, -1.73848, -24.67, -4.40589, 0.725392, 0, 57.96, -36.52, 44.54, -4.51, 0.752265, 0, -3.31225, -7.92604, -36.41, 
1, 12, -4.67952, 0.736776, 0, -73.7618, -46.1619, -4.51336, 0.793064, 0, -1.73848, -24.67, -4.40589, 0.725392, 0, 57.96, -36.52, 44.54, -4.51, 0.752265, 0, -3.31225, -7.92604, -36.41, 
2, 12, -4.67952, 0.736776, 0, -73.7618, -46.1619, -4.51336, 0.793064, 0, -1.73848, -24.67, -4.40589, 0.725392, 0, 57.96, -36.52, 44.54, -4.51, 0.752265, 0, -3.31225, -7.92604, -36.41, 
3, 13.4, -4.5775, 0.794471, 0, 40.0895, 7.46584, -4.36, 0.832364, 0, -2.03, -16.14, -4.62627, 0.509034, 0, -0.679802, 9.508, -11.6073, -4.35358, 0.810873, 0, 17.233, 87.5541, 44.0844, 
4, 13.4, -4.5775, 0.794471, 0, 40.0895, 7.46584, -4.36, 0.832364, 0, -2.03, -16.14, -4.62627, 0.509034, 0, -0.679802, 9.508, -11.6073, -4.35358, 0.810873, 0, 17.233, 87.5541, 44.0844, 
5, 13.4, -4.5775, 0.794471, 0, 40.0895, 7.46584, -4.36, 0.832364, 0, -2.03, -16.14, -4.62627, 0.509034, 0, -0.679802, 9.508, -11.6073, -4.35358, 0.810873, 0, 17.233, 87.5541, 44.0844, 
6, 13.4, -4.5775, 0.794471, 0, 40.0895, 7.46584, -4.36, 0.832364, 0, -2.03, -16.14, -4.62627, 0.509034, 0, -0.679802, 9.508, -11.6073, -4.35358, 0.810873, 0, 17.233, 87.5541, 44.0844, 
7, 16.4, -4.59874, 0.679524, 0, 26.6982, -67.6553, -4.56883, 0.80943, 0, 4.30611, -23.9451, -4.41722, 0.887458, 0, 34.9512, -14.0296, -37.6564, -4.58093, 0.77, 0, 0.87, 36.57, -81.2457, 
8, 16.4, -4.59874, 0.679524, 0, 26.6982, -67.6553, -4.56883, 0.80943, 0, 4.30611, -23.9451, -4.41722, 0.887458, 0, 34.9512, -14.0296, -37.6564, -4.58093, 0.77, 0, 0.87, 36.57, -81.2457, 
9, 16.4, -4.59874, 0.679524, 0, 26.6982, -67.6553, -4.56883, 0.80943, 0, 4.30611, -23.9451, -4.41722, 0.887458, 0, 34.9512, -14.0296, -37.6564, -4.58093, 0.77, 0, 0.87, 36.57, -81.2457, 
10, 16.4, -4.59874, 0.679524, 0, 26.6982, -67.6553, -4.56883, 0.80943, 0, 4.30611, -23.9451, -4.41722, 0.887458, 0, 34.9512, -14.0296, -37.6564, -4.58093, 0.77, 0, 0.87, 36.57, -81.2457, 
11, 16.4, -4.59874, 0.679524, 0, 26.6982, -67.6553, -4.56883, 0.80943, 0, 4.30611, -23.9451, -4.41722, 0.887458, 0, 34.9512, -14.0296, -37.6564, -4.58093, 0.77, 0, 0.87, 36.57, -81.2457, 
12, 16.4, -4.59874, 0.679524, 0, 26.6982, -67.6553, -4.56883, 0.80943, 0, 4.30611, -23.9451, -4.41722, 0.887458, 0, 34.9512, -14.0296, -37.6564, -4.58093, 0.77, 0, 0.87, 36.57, -81.2457, 
13, 16.4, -4.59874, 0.679524, 0, 26.6982, -67.6553, -4.56883, 0.80943, 0, 4.30611, -23.9451, -4.41722, 0.887458, 0, 34.9512, -14.0296, -37.6564, -4.58093, 0.77, 0, 0.87, 36.57, -81.2457, 
14, 20.3, -4.55533, 0.78, 0, 10.8385, -42.1989, -4.38, 0.562883, 0, -33.7131, 22.3899, -4.41887, 0.907408, 0, -5.10944, 14.3115, 1.28508, -4.53727, 0.598696, 0, 13.6158, -24.8901, -65.08, 
15, 20.3, -4.55533, 0.78, 0, 10.8385, -42.1989, -4.38, 0.562883, 0, -33.7131, 22.3899, -4.41887, 0.907408, 0, -5.10944, 14.3115, 1.28508, -4.53727, 0.598696, 0, 13.6158, -24.8901, -65.08, 
16, 20.3, -4.55533, 0.78, 0, 10.8385, -42.1989, -4.38, 0.562883, 0, -33.7131, 22.3899, -4.41887, 0.907408, 0, -5.10944, 14.3115, 1.28508, -4.53727, 0.598696, 0, 13.6158, -24.8901, -65.08, 
17, 20.3, -4.55533, 0.78, 0, 10.8385, -42.1989, -4.38, 0.562883, 0, -33.7131, 22.3899, -4.41887, 0.907408, 0, -5.10944, 14.3115, 1.28508, -4.53727, 0.598696, 0, 13.6158, -24.8901, -65.08, 
18, 20.3, -4.55533, 0.78, 0, 10.8385, -42.1989, -4.38, 0.562883, 0, -33.7131, 22.3899, -4.41887, 0.907408, 0, -5.10944, 14.3115, 1.28508, -4.53727, 0.598696, 0, 13.6158, -24.8901, -65.08, 
